fecha,estado,producto,precio_kg,mercado,tipo_alimentacion,demanda,oferta,inflacion,temperatura,ventas
2022-04-22,Chiapas,carne_molida,178,digital,pastoreo,baja,baja,"4,21",15,236
2024-10-28,Oaxaca,costilla,251,supermercado,pastoreo,baja,alta,"7,25",22,75
2024-05-08,Veracruz,carne_molida,219,supermercado,engorda_corral,media,media,"8,77",12,141
2024-10-02,Querétaro,bistec,258,digital,mixto,baja,baja,"9,36",24,187
2022-12-19,Veracruz,bistec,246,digital,engorda_corral,alta,media,"9,42",34,66
2024-12-20,Oaxaca,bistec,269,digital,mixto,alta,baja,"3,92",35,88
2022-10-24,Veracruz,sirloin,270,central_abasto,pastoreo,media,alta,"8,65",18,261
2023-12-07,Coahuila,carne_molida,190,supermercado,pastoreo,baja,baja,"7,36",13,164
2021-08-26,Veracruz,costilla,287,digital,pastoreo,muy_alta,baja,"4,49",25,224
2024-03-26,Oaxaca,arrachera,322,digital,mixto,alta,baja,"4,49",29,258
2023-11-16,Sonora,arrachera,272,central_abasto,mixto,media,media,"8,5",31,224
2024-01-05,Oaxaca,costilla,257,central_abasto,mixto,baja,baja,"4,27",37,275
2024-07-04,Jalisco,arrachera,297,supermercado,engorda_corral,media,media,"5,57",35,116
2024-09-16,Michoacán,sirloin,295,central_abasto,engorda_corral,media,alta,"5,56",20,81
2023-03-14,Oaxaca,costilla,279,central_abasto,engorda_corral,baja,baja,"5,17",36,204
2022-10-16,Nuevo León,arrachera,270,tradicional,mixto,media,baja,"6,66",23,274
2021-03-16,Yucatán,bistec,233,supermercado,mixto,media,media,"6,47",29,161
2021-07-04,Querétaro,arrachera,228,central_abasto,pastoreo,media,alta,"4,76",10,58
2024-10-06,Coahuila,arrachera,285,tradicional,mixto,media,media,"4,98",19,123
2022-01-04,Querétaro,carne_molida,238,central_abasto,mixto,muy_alta,baja,"8,24",35,98
2021-12-12,Veracruz,arrachera,253,tradicional,pastoreo,alta,alta,"7,26",26,207
2022-12-12,Sinaloa,bistec,266,supermercado,pastoreo,media,baja,"9,22",16,40
2023-02-06,Sinaloa,sirloin,331,tradicional,pastoreo,muy_alta,baja,"4,77",10,113
2023-04-04,Coahuila,carne_molida,206,tradicional,mixto,media,baja,"5,69",34,238
2023-02-10,Nuevo León,sirloin,302,tradicional,engorda_corral,baja,media,"8,28",13,131
2024-12-25,Puebla,sirloin,342,digital,engorda_corral,muy_alta,alta,"3,71",29,65
2022-09-05,Chiapas,sirloin,336,digital,engorda_corral,media,media,"6,61",29,124
2024-12-29,Chiapas,arrachera,273,digital,engorda_corral,baja,alta,"6,48",19,190
2021-08-16,Sinaloa,carne_molida,223,supermercado,mixto,media,media,"6,93",17,94
2022-04-27,Puebla,carne_molida,202,tradicional,mixto,baja,baja,"8,99",27,172
2024-11-04,Michoacán,costilla,246,central_abasto,pastoreo,media,media,"7,01",37,114
2023-06-10,Michoacán,arrachera,333,digital,mixto,muy_alta,baja,"5,6",34,77
2024-06-15,Oaxaca,costilla,220,tradicional,pastoreo,muy_alta,alta,"9,38",12,178
2022-04-04,Querétaro,carne_molida,145,tradicional,pastoreo,baja,alta,"5,1",19,159
2021-07-25,Yucatán,arrachera,294,central_abasto,mixto,muy_alta,baja,"4,84",26,143
2022-07-23,CDMX,carne_molida,232,central_abasto,mixto,alta,baja,"5,79",22,211
2021-03-26,Yucatán,carne_molida,197,supermercado,mixto,baja,baja,"9,03",11,158
2021-11-20,Veracruz,bistec,189,tradicional,pastoreo,baja,media,"8,99",28,252
2021-09-02,Puebla,bistec,232,digital,pastoreo,alta,alta,"5,06",12,76
2022-02-18,Guanajuato,costilla,224,tradicional,pastoreo,baja,media,"8,78",15,60
2021-08-03,Coahuila,carne_molida,205,tradicional,mixto,alta,media,"7,6",31,89
2022-11-30,Jalisco,bistec,240,digital,pastoreo,alta,alta,"4,25",17,47
2024-02-22,Guanajuato,costilla,242,tradicional,pastoreo,muy_alta,alta,"6,07",33,294
2021-09-14,Puebla,carne_molida,193,central_abasto,mixto,alta,baja,"9,4",13,256
2023-02-17,Coahuila,arrachera,313,digital,mixto,alta,baja,"4,58",19,284
2023-12-31,Michoacán,arrachera,301,digital,mixto,alta,media,"9,15",22,71
2024-07-07,Guanajuato,bistec,237,central_abasto,mixto,baja,baja,"6,04",19,132
2022-08-13,Veracruz,bistec,243,digital,mixto,baja,alta,"8,67",36,266
2022-04-14,Sinaloa,carne_molida,211,tradicional,engorda_corral,baja,media,"5,79",21,43
2023-10-07,Nuevo León,costilla,223,central_abasto,pastoreo,baja,alta,"5,91",10,231
2022-07-30,Veracruz,arrachera,266,digital,mixto,alta,alta,"7,51",32,113
2021-02-04,Oaxaca,carne_molida,242,digital,engorda_corral,alta,baja,"7,23",21,175
2024-08-21,Puebla,arrachera,269,central_abasto,pastoreo,media,media,"9,34",16,240
2024-03-24,Yucatán,costilla,270,central_abasto,mixto,muy_alta,baja,"7,16",17,227
2023-03-03,Jalisco,carne_molida,197,supermercado,engorda_corral,media,alta,"5,45",18,114
2023-12-24,Nuevo León,sirloin,342,digital,pastoreo,muy_alta,baja,"8,58",15,253
2021-01-28,Nuevo León,bistec,294,digital,mixto,muy_alta,baja,"7,84",27,139
2021-09-30,Veracruz,sirloin,342,supermercado,pastoreo,baja,baja,"6,38",37,236
2024-04-24,Querétaro,costilla,284,digital,mixto,alta,baja,"5,8",12,249
2021-12-20,Sinaloa,arrachera,241,supermercado,mixto,baja,alta,"4,98",38,57
2023-11-08,Puebla,arrachera,244,tradicional,mixto,alta,alta,"6,46",36,221
2023-10-12,Jalisco,arrachera,284,digital,mixto,media,media,"4,19",21,191
2023-04-15,Veracruz,arrachera,318,supermercado,engorda_corral,media,baja,"8,8",30,62
2024-07-27,Nuevo León,costilla,235,central_abasto,mixto,alta,alta,"5,1",19,134
2021-08-20,Veracruz,sirloin,333,supermercado,engorda_corral,baja,alta,"5,1",30,202
2022-03-21,Jalisco,sirloin,310,supermercado,pastoreo,muy_alta,alta,"7,93",17,109
2024-01-07,Puebla,costilla,244,tradicional,pastoreo,baja,media,"9,19",29,207
2021-11-22,CDMX,carne_molida,202,tradicional,engorda_corral,baja,baja,"3,99",15,57
2023-06-27,Guanajuato,bistec,266,central_abasto,engorda_corral,muy_alta,media,"3,74",18,199
2024-08-29,Guanajuato,costilla,272,supermercado,mixto,media,media,"5,56",36,280
2021-03-01,Nuevo León,bistec,247,digital,engorda_corral,muy_alta,alta,"5,71",17,44
2021-10-22,Oaxaca,costilla,264,tradicional,mixto,alta,media,"9,32",21,192
2024-12-19,Coahuila,costilla,241,central_abasto,pastoreo,muy_alta,media,"8,49",19,103
2021-08-06,Sonora,carne_molida,249,supermercado,mixto,muy_alta,media,"6,39",11,285
2023-05-26,Michoacán,bistec,279,central_abasto,engorda_corral,muy_alta,baja,"9,06",14,220
2023-09-14,Puebla,carne_molida,221,digital,engorda_corral,baja,media,"4,26",16,220
2024-07-06,Puebla,sirloin,323,central_abasto,engorda_corral,baja,media,"6,41",38,257
2021-09-08,Nuevo León,bistec,262,supermercado,engorda_corral,media,media,"3,56",24,198
2022-11-25,CDMX,bistec,216,digital,pastoreo,media,alta,"6,31",16,41
2022-07-18,Yucatán,bistec,224,tradicional,mixto,media,alta,"5,56",36,188
2022-12-08,CDMX,costilla,254,tradicional,engorda_corral,baja,media,"4,62",10,143
2021-09-15,Jalisco,carne_molida,242,central_abasto,engorda_corral,muy_alta,media,"3,98",10,139
2021-07-05,Veracruz,carne_molida,256,supermercado,engorda_corral,muy_alta,baja,"5,51",10,107
2024-02-13,Querétaro,sirloin,349,digital,mixto,baja,baja,"7,41",21,61
2023-01-09,Oaxaca,carne_molida,218,tradicional,engorda_corral,media,baja,"9,15",18,253
2024-05-14,Nuevo León,arrachera,246,tradicional,pastoreo,media,alta,"6,88",13,260
2021-08-07,Veracruz,bistec,242,tradicional,mixto,muy_alta,alta,"4,48",13,237
2024-12-23,Chiapas,costilla,238,digital,engorda_corral,media,alta,"4,18",28,157
2022-11-05,Jalisco,costilla,249,digital,pastoreo,baja,media,"8,22",11,161
2022-08-05,Yucatán,bistec,211,central_abasto,pastoreo,alta,alta,"9,01",18,190
2024-02-23,Oaxaca,arrachera,297,tradicional,pastoreo,muy_alta,baja,"8,69",24,154
2022-05-26,Michoacán,costilla,265,central_abasto,engorda_corral,alta,baja,"8,23",25,52
2024-08-04,Chiapas,arrachera,277,central_abasto,mixto,baja,baja,"4,91",28,216
2021-07-10,Querétaro,costilla,276,digital,mixto,baja,baja,"4,14",37,50
2022-11-23,Sonora,arrachera,323,central_abasto,pastoreo,muy_alta,baja,"7,04",20,89
2022-03-11,Coahuila,bistec,285,supermercado,engorda_corral,muy_alta,media,"4,51",17,189
2024-02-16,Nuevo León,carne_molida,183,central_abasto,pastoreo,baja,baja,"7,86",38,68
2022-01-09,Jalisco,costilla,215,tradicional,engorda_corral,baja,alta,"5,96",32,202
2023-06-23,Sinaloa,carne_molida,213,digital,engorda_corral,baja,baja,"3,51",21,224
2022-10-15,Nuevo León,carne_molida,217,central_abasto,engorda_corral,media,media,"4,83",20,215
2022-08-22,Guanajuato,costilla,247,tradicional,pastoreo,alta,media,"6,21",14,161
2022-11-16,Michoacán,arrachera,279,central_abasto,mixto,muy_alta,alta,"4,88",33,46
2023-03-06,Guanajuato,costilla,249,supermercado,mixto,media,alta,"7,61",27,82
2022-06-15,Michoacán,arrachera,303,supermercado,engorda_corral,media,alta,"4,08",35,111
2024-05-05,CDMX,bistec,244,tradicional,pastoreo,alta,baja,"6,76",21,272
2022-05-09,Yucatán,bistec,230,central_abasto,pastoreo,alta,baja,"9,43",12,188
2022-01-22,Oaxaca,sirloin,330,supermercado,engorda_corral,alta,alta,"5,52",10,145
2024-01-30,Sinaloa,sirloin,316,central_abasto,mixto,baja,baja,"8,58",28,258
2023-09-14,Michoacán,carne_molida,164,tradicional,mixto,alta,alta,"7,21",36,197
2023-08-01,Yucatán,arrachera,332,supermercado,engorda_corral,alta,baja,"6,69",28,182
2021-03-29,CDMX,sirloin,329,digital,engorda_corral,alta,baja,"3,77",22,120
2023-08-16,Jalisco,sirloin,334,supermercado,engorda_corral,baja,baja,"7,88",11,202
2021-06-25,Nuevo León,sirloin,350,central_abasto,mixto,muy_alta,baja,"4,31",26,297
2023-07-09,Querétaro,sirloin,333,supermercado,engorda_corral,baja,media,"5,99",17,127
2024-02-19,Veracruz,arrachera,276,supermercado,pastoreo,baja,media,"5,32",28,281
2023-02-16,Guanajuato,sirloin,324,tradicional,engorda_corral,media,baja,"5,93",20,54
2021-01-22,Guanajuato,carne_molida,183,supermercado,mixto,baja,alta,"7,85",15,59
2021-12-07,Querétaro,sirloin,312,digital,mixto,baja,baja,"9,39",36,273
2021-05-20,Coahuila,arrachera,298,central_abasto,engorda_corral,media,media,"5,3",22,80
2024-08-22,Oaxaca,costilla,287,supermercado,mixto,media,baja,"8,28",23,75
2022-06-14,Jalisco,costilla,235,central_abasto,pastoreo,media,media,"7,35",23,108
2024-08-22,Oaxaca,costilla,231,central_abasto,pastoreo,baja,media,"4,26",37,123
2023-08-03,Guanajuato,bistec,229,digital,mixto,muy_alta,alta,"3,61",17,124
2024-10-01,Michoacán,bistec,252,tradicional,engorda_corral,alta,media,"9,26",25,211
2024-02-13,Guanajuato,costilla,268,central_abasto,engorda_corral,muy_alta,alta,"6,03",37,139
2024-09-12,Nuevo León,bistec,262,supermercado,mixto,alta,baja,"3,82",17,145
2022-12-16,Chiapas,sirloin,301,tradicional,pastoreo,muy_alta,alta,"5,51",25,177
2024-01-30,Veracruz,arrachera,302,digital,pastoreo,alta,media,"8,37",15,147
2023-11-05,Jalisco,arrachera,286,central_abasto,pastoreo,alta,baja,"5,29",25,61
2021-04-26,CDMX,costilla,268,digital,mixto,alta,alta,"4,1",16,54
2023-04-30,Nuevo León,bistec,226,central_abasto,engorda_corral,baja,baja,"8,69",34,111
2023-03-08,Sonora,costilla,223,supermercado,engorda_corral,baja,alta,"6,9",26,241
2022-10-15,Puebla,arrachera,300,digital,pastoreo,muy_alta,media,"5,72",11,195
2023-11-19,Sonora,carne_molida,185,central_abasto,mixto,baja,media,"7,18",36,204
2023-10-03,Veracruz,carne_molida,187,tradicional,mixto,muy_alta,alta,"8,27",36,42
2023-11-17,Sinaloa,bistec,217,tradicional,engorda_corral,baja,alta,"4,65",12,129
2023-07-04,Jalisco,arrachera,278,supermercado,pastoreo,media,media,"5,31",17,212
2021-05-11,Guanajuato,arrachera,299,central_abasto,engorda_corral,alta,media,"4,54",34,172
2024-11-23,Jalisco,sirloin,290,supermercado,pastoreo,alta,alta,"6,7",21,280
2022-11-23,CDMX,carne_molida,203,tradicional,mixto,media,baja,"5,22",22,292
2022-06-11,Chiapas,arrachera,310,tradicional,mixto,muy_alta,baja,"7,88",28,252
2023-08-21,Chiapas,costilla,255,supermercado,pastoreo,media,baja,"4,86",16,184
2022-07-11,Puebla,arrachera,268,central_abasto,pastoreo,media,media,"4,69",38,56
2021-03-22,Michoacán,sirloin,340,supermercado,pastoreo,alta,baja,"8,97",15,85
2023-11-21,Oaxaca,costilla,298,supermercado,pastoreo,muy_alta,media,"5,11",27,160
2022-08-15,Michoacán,carne_molida,187,tradicional,pastoreo,media,media,"5,76",22,184
2023-08-28,Veracruz,arrachera,276,tradicional,mixto,muy_alta,media,"6,87",13,196
2022-04-01,CDMX,carne_molida,207,tradicional,pastoreo,alta,alta,"9,32",32,217
2021-04-29,Querétaro,carne_molida,203,supermercado,pastoreo,muy_alta,alta,"9,43",13,160
2024-10-14,Yucatán,arrachera,283,tradicional,pastoreo,alta,baja,"6,21",10,185
2023-03-26,Chiapas,carne_molida,206,tradicional,mixto,media,media,"8,04",35,43
2022-05-01,Veracruz,carne_molida,239,supermercado,mixto,alta,media,"8,71",26,155
2024-04-14,Veracruz,costilla,249,tradicional,engorda_corral,baja,baja,"9,23",11,237
2021-01-19,Coahuila,sirloin,328,digital,pastoreo,media,baja,"7,48",31,276
2024-05-12,Sinaloa,arrachera,313,supermercado,pastoreo,media,baja,"4,53",34,256
2024-05-19,Michoacán,arrachera,284,digital,mixto,alta,alta,"4,24",17,158
2021-05-21,Chiapas,costilla,245,tradicional,engorda_corral,baja,baja,"4,8",34,123
2023-05-21,Chiapas,arrachera,285,supermercado,pastoreo,media,media,"6,01",21,41
2024-12-31,CDMX,costilla,258,supermercado,mixto,muy_alta,alta,"8,12",13,69
2021-07-12,Puebla,sirloin,309,supermercado,pastoreo,baja,baja,"3,88",12,149
2023-10-10,Oaxaca,costilla,251,digital,engorda_corral,baja,baja,"5,56",18,44
2022-09-01,Querétaro,costilla,268,supermercado,mixto,muy_alta,alta,"7,23",26,260
2021-01-02,Oaxaca,bistec,228,central_abasto,pastoreo,media,baja,"4,46",27,180
2021-07-31,Michoacán,carne_molida,201,tradicional,mixto,muy_alta,alta,"9,48",25,183
2021-03-30,Guanajuato,bistec,245,digital,mixto,alta,baja,"7,29",18,148
2021-07-09,Yucatán,costilla,244,tradicional,mixto,muy_alta,media,"7,19",27,48
2022-02-19,Nuevo León,carne_molida,185,central_abasto,engorda_corral,baja,alta,"7,83",29,169
2022-01-18,Sinaloa,carne_molida,201,digital,mixto,muy_alta,media,"8,72",28,169
2024-07-11,Puebla,carne_molida,182,tradicional,pastoreo,baja,baja,"9,02",12,280
2023-09-07,Veracruz,sirloin,329,tradicional,pastoreo,muy_alta,media,"9,08",15,295
2022-01-04,Querétaro,costilla,245,digital,pastoreo,baja,media,"5,09",19,212
2024-07-13,Yucatán,costilla,225,digital,mixto,baja,media,"9,08",32,248
2024-12-11,CDMX,bistec,198,tradicional,pastoreo,baja,alta,"9,28",16,217
2024-12-25,Veracruz,bistec,251,digital,engorda_corral,media,alta,"6,39",27,290
2024-09-17,Jalisco,bistec,236,supermercado,engorda_corral,muy_alta,alta,"5,83",18,207
2022-08-15,Querétaro,arrachera,308,supermercado,mixto,alta,baja,"4,19",10,184
2021-03-19,Yucatán,carne_molida,238,digital,engorda_corral,media,media,"7,3",14,208
2023-05-28,Guanajuato,costilla,240,central_abasto,pastoreo,media,media,"4,53",17,247
2023-03-19,Puebla,carne_molida,219,digital,engorda_corral,baja,media,"3,94",22,209
2023-05-23,Yucatán,arrachera,285,central_abasto,mixto,alta,alta,"6,27",14,83
2023-04-03,CDMX,bistec,258,supermercado,pastoreo,alta,baja,"6,8",10,71
2024-09-17,Puebla,sirloin,323,central_abasto,engorda_corral,baja,media,"5,66",15,99
2023-10-31,CDMX,costilla,293,digital,mixto,muy_alta,baja,"4,37",38,294
2021-09-20,Yucatán,sirloin,301,supermercado,pastoreo,alta,alta,"7,8",14,107
2024-06-26,Veracruz,costilla,301,supermercado,mixto,muy_alta,media,"8,95",14,64
2023-05-22,Michoacán,carne_molida,215,digital,pastoreo,media,media,"4,55",26,69
2022-12-21,Puebla,costilla,263,digital,mixto,baja,baja,"6,08",22,229
2022-10-11,Sonora,carne_molida,214,supermercado,mixto,media,media,"6,69",18,254
2022-10-16,Guanajuato,bistec,223,central_abasto,pastoreo,media,baja,"7,15",32,202
2023-01-19,Guanajuato,bistec,271,digital,engorda_corral,baja,baja,"6,69",30,272
2023-12-21,Coahuila,costilla,238,tradicional,engorda_corral,baja,media,"6,07",29,292
2022-09-15,Jalisco,sirloin,379,supermercado,engorda_corral,muy_alta,baja,"5,2",37,189
2023-11-14,Sonora,arrachera,280,tradicional,engorda_corral,alta,alta,"5,12",37,183
2021-04-04,CDMX,arrachera,317,digital,engorda_corral,media,baja,"6,83",16,198
2024-01-03,Guanajuato,sirloin,329,digital,mixto,media,media,"4,62",18,147
2022-05-07,Yucatán,arrachera,254,tradicional,mixto,media,alta,"9,26",20,150
2024-07-27,Querétaro,bistec,244,central_abasto,pastoreo,alta,baja,"5,67",20,90
2021-04-16,Nuevo León,costilla,254,digital,engorda_corral,baja,media,"7,24",22,191
2023-07-15,Chiapas,sirloin,276,tradicional,engorda_corral,baja,alta,"4,06",10,71
2024-06-20,Veracruz,costilla,221,digital,pastoreo,media,media,"4,11",36,69
2021-10-13,Chiapas,bistec,267,tradicional,engorda_corral,muy_alta,alta,"5,03",31,181
2021-03-05,Guanajuato,carne_molida,204,central_abasto,mixto,baja,baja,"4,54",34,292
2022-08-19,Oaxaca,bistec,266,supermercado,mixto,muy_alta,alta,"5,95",33,238
2023-01-19,Coahuila,bistec,270,tradicional,mixto,muy_alta,baja,"7,89",35,177
2021-01-17,Sonora,costilla,238,central_abasto,pastoreo,baja,alta,"4,12",22,70
2023-08-14,Chiapas,bistec,272,digital,pastoreo,muy_alta,baja,"4,2",37,75
2023-10-10,Yucatán,arrachera,291,digital,mixto,muy_alta,media,"6,39",27,206
2024-01-05,Oaxaca,carne_molida,212,central_abasto,pastoreo,baja,baja,"7,65",14,118
2022-11-30,Jalisco,carne_molida,232,tradicional,pastoreo,muy_alta,baja,"3,59",27,92
2021-11-20,Oaxaca,bistec,214,digital,pastoreo,baja,baja,"4,51",10,241
2021-09-13,Querétaro,arrachera,251,tradicional,engorda_corral,baja,alta,"4,47",28,265
2021-08-13,CDMX,arrachera,314,digital,engorda_corral,media,baja,"9,3",16,273
2023-06-10,Yucatán,arrachera,299,digital,pastoreo,alta,media,"8,59",36,221
2024-01-05,Guanajuato,costilla,251,supermercado,mixto,baja,alta,"7,5",27,209
2022-07-14,Coahuila,carne_molida,198,supermercado,pastoreo,alta,media,"9,48",21,238
2023-09-18,Nuevo León,sirloin,358,central_abasto,engorda_corral,muy_alta,media,"5,72",14,144
2023-11-05,Nuevo León,carne_molida,193,central_abasto,engorda_corral,media,alta,"4,92",37,70
2023-12-10,Veracruz,arrachera,285,supermercado,mixto,media,baja,"4,42",16,288
2021-10-08,Nuevo León,sirloin,301,digital,mixto,baja,alta,"6,42",14,251
2021-05-24,Michoacán,bistec,262,tradicional,mixto,alta,baja,"4,62",14,101
2021-10-23,Nuevo León,arrachera,283,tradicional,pastoreo,alta,baja,"4,92",11,209
2023-05-05,Sinaloa,costilla,236,digital,pastoreo,media,media,"6,93",21,158
2022-10-30,Yucatán,carne_molida,268,supermercado,engorda_corral,alta,baja,"3,5",28,163
2023-04-18,Guanajuato,costilla,267,digital,pastoreo,muy_alta,alta,"3,51",22,223
2021-02-20,Coahuila,carne_molida,233,central_abasto,pastoreo,muy_alta,baja,"4,42",19,201
2022-03-04,Querétaro,costilla,230,digital,pastoreo,baja,alta,"4,92",10,215
2024-03-09,Coahuila,arrachera,325,central_abasto,engorda_corral,muy_alta,baja,"8,96",30,200
2021-04-01,Puebla,arrachera,276,supermercado,pastoreo,media,media,"7,77",24,93
2021-05-06,Nuevo León,costilla,279,digital,engorda_corral,alta,media,"6,15",36,165
2024-04-25,Puebla,costilla,274,digital,mixto,alta,baja,"5,74",22,279
2021-06-19,Puebla,costilla,223,tradicional,mixto,baja,alta,"6,52",11,214
2024-05-26,Querétaro,sirloin,309,digital,pastoreo,baja,baja,"8,44",19,198
2022-12-25,Coahuila,arrachera,326,supermercado,pastoreo,muy_alta,media,"7,92",36,294
2024-03-07,Michoacán,costilla,237,supermercado,engorda_corral,baja,alta,"4,76",12,262
2023-03-04,Puebla,bistec,259,digital,mixto,muy_alta,media,"8,25",29,258
2021-09-19,Jalisco,costilla,268,supermercado,pastoreo,muy_alta,media,"6,95",28,281
2022-04-05,Sonora,arrachera,251,tradicional,mixto,media,alta,"7,93",31,234
2021-10-04,Veracruz,costilla,275,digital,pastoreo,muy_alta,media,"5,39",12,138
2024-03-06,Coahuila,sirloin,344,supermercado,mixto,alta,media,"4,48",15,226
2023-01-24,Oaxaca,arrachera,277,tradicional,mixto,muy_alta,media,"7,13",26,278
2023-02-01,Oaxaca,carne_molida,218,supermercado,engorda_corral,media,alta,"4,33",14,245
2023-04-29,Chiapas,bistec,263,supermercado,engorda_corral,media,baja,"7,61",14,300
2024-10-13,Guanajuato,sirloin,342,digital,pastoreo,muy_alta,media,"9,02",37,255
2023-05-17,Chiapas,carne_molida,196,central_abasto,engorda_corral,muy_alta,alta,"4,75",22,187
2021-12-06,Michoacán,arrachera,296,digital,pastoreo,alta,baja,"8,39",14,276
2022-12-15,Jalisco,arrachera,302,tradicional,pastoreo,muy_alta,baja,"8,61",36,204
2023-05-20,Sinaloa,costilla,245,supermercado,mixto,muy_alta,alta,"7,68",35,286
2023-11-20,Yucatán,bistec,257,tradicional,mixto,alta,baja,"4,29",26,125
2021-01-20,Michoacán,carne_molida,197,central_abasto,mixto,muy_alta,alta,"8,66",11,159
2024-05-07,Yucatán,costilla,274,central_abasto,mixto,muy_alta,media,"5,06",24,232
2021-01-02,Sonora,bistec,272,supermercado,engorda_corral,media,baja,"8,29",13,94
2022-08-05,Sinaloa,bistec,239,digital,pastoreo,alta,media,"7,67",16,160
2023-10-09,Jalisco,carne_molida,225,central_abasto,mixto,muy_alta,baja,"5,57",30,121
2021-05-18,Sinaloa,carne_molida,183,central_abasto,mixto,baja,alta,"4,69",13,232
2021-04-09,Michoacán,carne_molida,235,digital,engorda_corral,baja,media,"4,89",10,223
2021-04-10,Michoacán,bistec,252,central_abasto,engorda_corral,media,media,"5,07",11,219
2024-04-14,Querétaro,arrachera,281,central_abasto,pastoreo,media,media,"6,76",36,56
2024-01-11,CDMX,costilla,256,central_abasto,mixto,muy_alta,alta,"5,13",29,107
2024-08-14,Nuevo León,carne_molida,171,tradicional,engorda_corral,baja,alta,"5,74",38,58
2024-05-25,Guanajuato,costilla,290,supermercado,mixto,alta,baja,"8,64",17,297
2021-08-07,Oaxaca,arrachera,277,tradicional,mixto,baja,baja,"4,23",12,122
2022-05-03,Guanajuato,arrachera,245,central_abasto,mixto,baja,media,"8,34",11,70
2024-10-13,Oaxaca,arrachera,310,digital,mixto,media,baja,"7,74",26,56
2022-02-14,Nuevo León,sirloin,307,tradicional,pastoreo,muy_alta,alta,"6,72",38,135
2021-09-08,Jalisco,costilla,244,digital,pastoreo,alta,alta,"9,08",28,166
2024-04-06,Querétaro,bistec,260,digital,pastoreo,muy_alta,baja,"7,78",36,207
2022-03-09,Jalisco,arrachera,315,supermercado,mixto,baja,baja,"4,05",37,292
2023-02-28,Veracruz,bistec,230,supermercado,engorda_corral,baja,alta,9,35,279
2024-08-25,Nuevo León,costilla,237,tradicional,pastoreo,alta,alta,"3,9",28,283
2022-06-10,CDMX,arrachera,337,supermercado,engorda_corral,media,baja,"6,17",32,173
2021-05-17,CDMX,arrachera,345,digital,engorda_corral,muy_alta,baja,"4,93",29,272
2021-06-06,Nuevo León,arrachera,259,digital,mixto,media,alta,"8,04",27,126
2021-02-02,Veracruz,sirloin,252,tradicional,pastoreo,baja,alta,"4,42",12,85
2021-10-18,Chiapas,carne_molida,191,central_abasto,pastoreo,baja,alta,"5,01",31,154
2021-07-21,Michoacán,sirloin,297,tradicional,pastoreo,media,media,"5,55",27,278
2023-02-04,Yucatán,arrachera,312,central_abasto,pastoreo,muy_alta,media,"3,54",31,252
2024-03-05,CDMX,bistec,258,supermercado,pastoreo,alta,baja,"4,51",35,162
2023-09-15,Veracruz,arrachera,295,central_abasto,mixto,media,media,"8,66",16,293
2021-02-02,Querétaro,arrachera,257,central_abasto,engorda_corral,media,alta,"3,9",17,190
2021-06-15,Veracruz,bistec,236,digital,engorda_corral,alta,alta,"8,51",19,105
2021-01-22,Jalisco,sirloin,350,digital,engorda_corral,alta,baja,"7,92",28,149
2023-02-16,Sonora,costilla,236,supermercado,pastoreo,media,alta,"4,17",34,166
2023-01-24,Yucatán,carne_molida,253,supermercado,mixto,muy_alta,baja,"9,02",11,49
2021-08-21,Querétaro,sirloin,327,central_abasto,mixto,media,media,"9,4",20,179
2022-06-05,Oaxaca,bistec,244,supermercado,mixto,media,baja,"4,03",15,277
2022-09-08,Veracruz,carne_molida,217,central_abasto,mixto,alta,media,"9,42",29,159
2024-01-08,Chiapas,arrachera,280,tradicional,engorda_corral,baja,media,"4,98",13,195
2022-09-29,Yucatán,costilla,254,supermercado,pastoreo,alta,media,"3,97",22,294
2021-12-27,Michoacán,arrachera,270,digital,mixto,alta,alta,"6,22",14,122
2023-07-23,Sonora,costilla,246,supermercado,pastoreo,muy_alta,alta,"4,84",12,128
2024-09-06,Guanajuato,sirloin,341,supermercado,engorda_corral,muy_alta,baja,"9,39",21,95
2024-05-30,Jalisco,carne_molida,151,tradicional,pastoreo,alta,alta,"5,25",30,163
2023-01-18,CDMX,sirloin,294,tradicional,mixto,media,alta,"7,89",20,276
2023-10-10,CDMX,arrachera,276,central_abasto,pastoreo,media,baja,"6,2",31,73
2021-10-26,Yucatán,carne_molida,206,tradicional,engorda_corral,baja,baja,"5,7",33,151
2024-07-12,Sonora,bistec,223,central_abasto,mixto,alta,alta,"8,96",14,191
2022-09-08,Michoacán,arrachera,277,supermercado,pastoreo,media,media,"5,43",25,142
2022-10-07,Nuevo León,costilla,248,tradicional,engorda_corral,baja,media,"8,11",27,114
2022-01-25,Puebla,arrachera,292,digital,mixto,muy_alta,alta,"7,55",27,295
2023-07-24,Sinaloa,bistec,236,digital,mixto,media,media,"5,25",28,153
2024-06-15,Chiapas,arrachera,265,central_abasto,engorda_corral,alta,alta,"3,9",11,227
2021-08-29,Puebla,costilla,220,tradicional,pastoreo,baja,media,"4,68",20,279
2023-11-14,Chiapas,arrachera,288,tradicional,engorda_corral,alta,alta,"6,4",24,125
2022-03-30,Coahuila,bistec,199,supermercado,pastoreo,baja,alta,"5,25",14,126
2023-06-06,Guanajuato,bistec,274,digital,engorda_corral,alta,baja,"4,1",30,53
2023-03-19,Nuevo León,bistec,246,digital,engorda_corral,alta,alta,"8,92",14,300
2023-08-13,Chiapas,sirloin,330,tradicional,engorda_corral,muy_alta,alta,"4,74",37,278
